# This file was produced by: bcftools roh(1.20+htslib-1.20)
RG	HB_27/11/21_16	chr3Ref	3654352	6063186	2408835	23	12.6
RG	GB_03/03/2022_3	chr3Ref	28185506	35061355	6875850	59	25.1
RG	GB_03/03/2022_30	chr3Ref	33071911	35061355	1989445	23	7.3
RG	HFB_23	chr3Ref	10673470	16488462	5814993	48	13.8
RG	MR_14/03/2022_6	chr4Ref	33018090	35994159	2976070	33	6.6
RG	MR_14/03/2022_37	chr4Ref	33301539	35994159	2692621	25	5.7
RG	MR_14/03/2022_1	chr4Ref	13336518	15433270	2096753	11	11.8
RG	PB_25/11/21_09	chr4Ref	90162	8344954	8254793	81	30.8
RG	PB_25/11/21_11	chr4Ref	3716960	7692465	3975506	45	8.7
RG	HB_27/11/21_12	chr4Ref	34583029	35994159	1411131	13	8.5
RG	PB_25/11/21_12	chr4Ref	4817810	7219182	2401373	34	7.2
RG	HB_27/11/21_13	chr4Ref	27432950	32097029	4664080	38	13.7
RG	WB_03/04/2022_22	chr4Ref	33301539	35360882	2059344	21	8.7
RG	WB_03/04/2022_24	chr4Ref	16726967	17851637	1124671	17	11.1
RG	GB_03/03/2022_18	chr4Ref	32193064	33922251	1729188	16	7.4
RG	GB_03/03/2022_14	chr4Ref	20399343	25165939	4766597	38	15.8
RG	GB_03/03/2022_16	chr4Ref	31734086	35994159	4260074	39	20.0
RG	MR_14/03/2022_9	chr5Ref	31469723	33525425	2055703	24	15.9
RG	MR_14/03/2022_5	chr5Ref	11104565	17464476	6359912	34	12.1
RG	PB_25/11/21_09	chr5Ref	7994256	19756737	11762482	52	22.5
RG	HB_27/11/21_23	chr5Ref	28940628	33525425	4584798	39	22.0
RG	GB_03/03/2022_13	chr5Ref	33046211	33525425	479215	5	7.1
RG	GB_03/03/2022_15	chr5Ref	12706827	18595432	5888606	29	8.4
RG	GB_03/03/2022_7	chr5Ref	31469723	33525425	2055703	23	11.1
RG	HFB_7	chr5Ref	11104565	18595432	7490868	42	16.9
RG	HFB_18	chr5Ref	31469723	33525425	2055703	24	6.8
RG	HB_5	chr5Ref	31469723	33525425	2055703	22	6.4
RG	MR_14/03/2022_9	chr6Ref	31026420	32274320	1247901	17	15.5
RG	HB_27/11/21_13	chr6Ref	31405328	32274320	868993	14	15.7
RG	PB_25/11/21_30	chr6Ref	2212160	15852245	13640086	67	14.1
RG	GB_03/03/2022_18	chr6Ref	15913949	30947451	15033503	35	12.6
RG	HFB_7	chr6Ref	309466	3275948	2966483	21	12.6
RG	HFB_25	chr6Ref	309466	3275948	2966483	21	5.1
RG	HFB_25	chr6Ref	31613321	32274320	661000	13	4.6
RG	HB_11	chr6Ref	2437109	5931994	3494886	11	11.0
RG	HFB_19	chr6Ref	17452803	31373603	13920801	35	4.9
RG	MR_14/03/2022_7	chr7Ref	130377	5194964	5064588	42	8.1
RG	PB_25/11/21_32	chr7Ref	30540492	32161701	1621210	20	5.9
RG	WB_03/04/2022_26	chr7Ref	16278450	26923958	10645509	24	5.8
RG	PB_05/04/22_48	chr7Ref	31112011	32161701	1049691	16	3.8
RG	PB_05/04/22_50	chr7Ref	31112011	32161701	1049691	16	5.2
RG	PB_05/04/22_43	chr7Ref	30540492	32161701	1621210	21	8.6
RG	WB_03/04/2022_32	chr7Ref	29858931	32161701	2302771	33	13.1
RG	HB_27/11/21_23	chr7Ref	3057995	6218962	3160968	26	12.3
RG	HB_27/11/21_17	chr7Ref	16278450	25378922	9100473	12	3.5
RG	WB_03/04/2022_13	chr7Ref	29858931	32161701	2302771	33	10.8
RG	GB_03/03/2022_28	chr7Ref	30540492	32161701	1621210	20	11.7
RG	GB_03/03/2022_19	chr7Ref	4052722	10122825	6070104	32	13.8
RG	GB_03/03/2022_27	chr7Ref	31112011	32161701	1049691	16	5.2
RG	HB_7	chr7Ref	30124486	32161701	2037216	29	10.4
RG	HFB_23	chr7Ref	31112011	32161701	1049691	16	10.5
RG	WB_36	chr8Ref	9814189	18984375	9170187	28	11.7
RG	MR_14/03/2022_41	chr8Ref	8290897	21769679	13478783	47	16.6
RG	PB_25/11/21_09	chr8Ref	9814189	21229617	11415429	38	11.6
RG	PB_25/11/21_32	chr8Ref	8887693	18984375	10096683	36	12.5
RG	PB_05/04/22_50	chr8Ref	224870	6731583	6506714	49	8.3
RG	HB_27/11/21_22	chr8Ref	7609069	17818312	10209244	31	13.9
RG	PB_25/11/21_06	chr8Ref	8887693	17108369	8220677	27	7.7
RG	HB_27/11/21_16	chr8Ref	8887693	17818312	8930620	28	9.9
RG	PB_25/11/21_28	chr8Ref	9814189	18984375	9170187	28	11.9
RG	WB_03/04/2022_11	chr8Ref	224870	4549860	4324991	34	7.7
RG	WB_03/04/2022_11	chr8Ref	28522400	31132046	2609647	25	15.2
RG	PB_25/11/21_08	chr8Ref	4945900	9814189	4868290	30	11.0
RG	GB_03/03/2022_28	chr8Ref	9814189	18984375	9170187	27	9.3
RG	GB_03/03/2022_3	chr8Ref	4624307	17108369	12484063	46	21.2
RG	GB_03/03/2022_20	chr8Ref	17852101	21229617	3377517	15	7.2
RG	GB_03/03/2022_31	chr8Ref	8887693	18984375	10096683	36	9.4
RG	GB_03/03/2022_6	chr8Ref	21769679	24863855	3094177	20	7.3
RG	MB_20	chr8Ref	26934800	29232954	2298155	20	17.1
RG	HFB_13	chr8Ref	9814189	19568017	9753829	31	13.8
RG	PB_05/04/22_48	chr9Ref	26944132	27642897	698766	12	8.9
RG	GB_03/03/2022_18	chr9Ref	5986659	9188772	3202114	30	10.8
RG	GB_03/03/2022_28	chr9Ref	31568508	33606020	2037513	23	5.2
RG	GB_03/03/2022_2	chr9Ref	20446924	25269559	4822636	25	11.7
RG	GB_03/03/2022_3	chr9Ref	31993224	33606020	1612797	20	7.8
RG	GB_03/03/2022_12	chr9Ref	31568508	33606020	2037513	23	6.4
RG	GB_03/03/2022_30	chr9Ref	20446924	26845063	6398140	31	6.0
RG	GB_03/03/2022_17	chr9Ref	20446924	26845063	6398140	33	7.2
RG	HFB_24	chr9Ref	5156113	10634339	5478227	48	26.3
RG	HB_11	chr9Ref	71509	2572777	2501269	25	13.3
RG	HFB_18	chr9Ref	5471206	7780232	2309027	26	20.1
