30	no	49
40	no	49
50	no	49
10	so	49
20	so	49
30	so	49
40	so	49
50	so	49
10	adj	50
20	adj	50
30	adj	50
40	adj	50
50	adj	50
100	adj	50
150	adj	50
200	adj	50
250	adj	50
10	no	50
20	no	50
30	no	50
40	no	50
50	no	50
10	so	50
20	so	50
30	so	50
40	so	50
50	so	50
