A1	adj	1
A159	adj	2
A13	adj	3
A24	adj	4
A85	adj	5
A102	adj	6
A113	adj	7
A125	adj	8
A138	adj	9
A149	adj	10
A160	adj	11
B2	adj	12
B15	adj	13
A88	adj	14
A105	adj	15
A114	adj	16
A126	adj	17
A139	adj	18
A150	adj	19
A161	adj	20
B3	adj	21
A89	adj	22
A106	adj	23
A116	adj	24
A127	adj	25
A140	adj	26
A151	adj	27
A164	adj	28
B18	adj	29
A28	adj	30
A90	adj	31
A107	adj	32
A117	adj	33
A130	adj	34
A141	adj	35
A152	adj	36
A8	adj	37
A166	adj	38
B19	adj	39
A29	adj	40
A92	adj	41
A108	adj	42
A120	adj	43
A132	adj	44
A142	adj	45
A153	adj	46
A167	adj	47
B21	adj	48
A31	adj	49
A99	adj	50
A109	adj	51
A122	adj	52
A134	adj	53
A145	adj	54
A168	adj	55
B10	adj	56
A22	adj	57
A82	adj	58
A111	adj	59
A123	adj	60
A135	adj	61
A146	adj	62
A155	adj	63
A169	adj	64
A84	adj	65
A101	adj	66
A112	adj	67
A136	adj	68
A148	adj	69
A156	adj	70
HaR_06/05/2022_31	adj	71
HaR_06/05/2022_40	adj	72
MR_14/03/2022_6	so	73
KR_29/03/2022_41	adj	74
KR_29/03/2022_49	adj	75
HaR_06/05/2022_15	adj	76
HaR_06/05/2022_32	adj	77
HaR_06/05/2022_41	adj	78
MR_14/03/2022_7	so	79
KR_29/03/2022_30	adj	80
KR_29/03/2022_50	adj	81
HaR_06/05/2022_19	adj	82
HaR_06/05/2022_33	adj	83
HaR_06/05/2022_42	adj	84
MR_14/03/2022_37	so	85
MR_14/03/2022_48	so	86
KR_29/03/2022_31	adj	87
KR_29/03/2022_43	adj	88
HaR_06/05/2022_1	adj	89
HaR_06/05/2022_20	adj	90
HaR_06/05/2022_34	adj	91
MR_14/03/2022_9	so	92
KR_29/03/2022_32	adj	93
HaR_06/05/2022_23	adj	94
HaR_06/05/2022_35	adj	95
HaR_06/05/2022_44	adj	96
MR_14/03/2022_1	so	97
MR_14/03/2022_10	so	98
KR_29/03/2022_33	adj	99
KR_29/03/2022_45	adj	100
HaR_06/05/2022_8	adj	101
HaR_06/05/2022_36	adj	102
HaR_06/05/2022_50	adj	103
MR_14/03/2022_3	so	104
MR_14/03/2022_11	so	105
MR_14/03/2022_41	so	106
KR_29/03/2022_34	adj	107
HaR_06/05/2022_25	adj	108
HaR_06/05/2022_37	adj	109
MR_14/03/2022_44	so	110
KR_29/03/2022_35	adj	111
KR_29/03/2022_47	adj	112
HaR_06/05/2022_29	adj	113
HaR_06/05/2022_38	adj	114
MR_14/03/2022_5	so	115
KR_29/03/2022_36	adj	116
KR_29/03/2022_48	adj	117
HaR_06/05/2022_11	adj	118
At_34_J20	adj	119
At_O18	adj	120
At_O48	adj	121
At_47_J20	adj	122
At_12_J20	adj	123
At_51_N	adj	124
At_69_N	adj	125
At_76_A	adj	126
At_35_J20	adj	127
At_O62	adj	128
At_O19	adj	129
