id,pop,lat,lon,sex,maturity,location
PB_05/04/22_43,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_05/04/22_44,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_05/04/22_45,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_05/04/22_46,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_05/04/22_47,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_05/04/22_48,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_05/04/22_49,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_05/04/22_50,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_01,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_02,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_04,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_06,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_07,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_08,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_09,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_11,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_12,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_13,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_14,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_26,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_28,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_30,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
PB_25/11/21_32,PB,-19.185343,146.835559,Unknown,Adult,Magnetic
WB_03/04/2022_11,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_13,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_14,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_16,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_20,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_21,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_22,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_23,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_24,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_25,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_26,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_27,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_3,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_30,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_31,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_32,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_35,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_36,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_37,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_38,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
WB_03/04/2022_8,WB,-19.1167,146.814932,Unknown,Adult,Magnetic
